"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"310M600US10180","Abilene, TX Metro Area","175241","*****",
"310M600US10380","Aguadilla-Isabela, PR Metro Area","311049","*****",
"310M600US10420","Akron, OH Metro Area","702464","*****",
"310M600US10500","Albany, GA Metro Area","149298","*****",
"310M600US10540","Albany-Lebanon, OR Metro Area","127200","*****",
"310M600US10580","Albany-Schenectady-Troy, NY Metro Area","898265","*****",
"310M600US10740","Albuquerque, NM Metro Area","913388","*****",
"310M600US10780","Alexandria, LA Metro Area","152695","*****",
"310M600US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area","857997","*****",
"310M600US11020","Altoona, PA Metro Area","123132","*****",
"310M600US11100","Amarillo, TX Metro Area","268306","281",
"310M600US11180","Ames, IA Metro Area","124827","*****",
"310M600US11260","Anchorage, AK Metro Area","399352","*****",
"310M600US11460","Ann Arbor, MI Metro Area","372428","*****",
"310M600US11500","Anniston-Oxford, AL Metro Area","116425","*****",
"310M600US11540","Appleton, WI Metro Area","241748","*****",
"310M600US11640","Arecibo, PR Metro Area","183384","*****",
"310M600US11700","Asheville, NC Metro Area","465558","*****",
"310M600US12020","Athens-Clarke County, GA Metro Area","213886","*****",
"310M600US12060","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","6026734","*****",
"310M600US12100","Atlantic City-Hammonton, NJ Metro Area","273865","*****",
"310M600US12220","Auburn-Opelika, AL Metro Area","172223","*****",
"310M600US12260","Augusta-Richmond County, GA-SC Metro Area","607673","*****",
"310M600US12420","Austin-Round Rock-Georgetown, TX Metro Area","2234300","*****",
"310M600US12540","Bakersfield, CA Metro Area","905644","*****",
"310M600US12580","Baltimore-Columbia-Towson, MD Metro Area","2837237","*****",
"310M600US12620","Bangor, ME Metro Area","152211","*****",
"310M600US12700","Barnstable Town, MA Metro Area","227942","*****",
"310M600US12940","Baton Rouge, LA Metro Area","867628","*****",
"310M600US12980","Battle Creek, MI Metro Area","134207","*****",
"310M600US13020","Bay City, MI Metro Area","104050","*****",
"310M600US13140","Beaumont-Port Arthur, TX Metro Area","397924","*****",
"310M600US13220","Beckley, WV Metro Area","115985","*****",
"310M600US13380","Bellingham, WA Metro Area","224533","*****",
