"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"310M600US10180","Abilene, TX Metro Area","176656","*****",
"310M600US10380","Aguadilla-Isabela, PR Metro Area","308919","*****",
"310M600US10420","Akron, OH Metro Area","700578","*****",
"310M600US10500","Albany, GA Metro Area","147716","*****",
"310M600US10540","Albany-Lebanon, OR Metro Area","128598","*****",
"310M600US10580","Albany-Schenectady-Troy, NY Metro Area","901729","*****",
"310M600US10740","Albuquerque, NM Metro Area","915968","*****",
"310M600US10780","Alexandria, LA Metro Area","151721","*****",
"310M600US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area","863166","*****",
"310M600US11020","Altoona, PA Metro Area","122640","*****",
"310M600US11100","Amarillo, TX Metro Area","269278","239",
"310M600US11180","Ames, IA Metro Area","125273","*****",
"310M600US11260","Anchorage, AK Metro Area","399335","*****",
"310M600US11460","Ann Arbor, MI Metro Area","370231","*****",
"310M600US11500","Anniston-Oxford, AL Metro Area","116162","*****",
"310M600US11540","Appleton, WI Metro Area","242972","*****",
"310M600US11640","Arecibo, PR Metro Area","181820","*****",
"310M600US11700","Asheville, NC Metro Area","469484","*****",
"310M600US12020","Athens-Clarke County, GA Metro Area","216194","*****",
"310M600US12060","Atlanta-Sandy Springs-Alpharetta, GA Metro Area","6094752","*****",
"310M600US12100","Atlantic City-Hammonton, NJ Metro Area","274339","*****",
"310M600US12220","Auburn-Opelika, AL Metro Area","175126","*****",
"310M600US12260","Augusta-Richmond County, GA-SC Metro Area","612898","*****",
"310M600US12420","Austin-Round Rock-Georgetown, TX Metro Area","2296377","*****",
"310M600US12540","Bakersfield, CA Metro Area","906883","*****",
"310M600US12580","Baltimore-Columbia-Towson, MD Metro Area","2840005","*****",
"310M600US12620","Bangor, ME Metro Area","152640","*****",
"310M600US12700","Barnstable Town, MA Metro Area","229436","*****",
"310M600US12940","Baton Rouge, LA Metro Area","869755","*****",
"310M600US12980","Battle Creek, MI Metro Area","134011","*****",
"310M600US13020","Bay City, MI Metro Area","103752","*****",
"310M600US13140","Beaumont-Port Arthur, TX Metro Area","396279","*****",
"310M600US13220","Beckley, WV Metro Area","114848","*****",
"310M600US13380","Bellingham, WA Metro Area","226523","*****",
"310M600US13460","Bend, OR Metro Area","199352","*****",
"310M600US13740","Billings, MT Metro Area","185147","*****",
"310M600US13780","Binghamton, NY Metro Area","246709","*****",
"310M600US13820","Birmingham-Hoover, AL Metro Area","1114368","*****",
"310M600US13900","Bismarck, ND Metro Area","133467","110",
"310M600US13980","Blacksburg-Christiansburg, VA Metro Area","166304","*****",
"310M600US14010","Bloomington, IL Metro Area","171284","*****",
"310M600US14020","Bloomington, IN Metro Area","161426","*****",
"310M600US14100","Bloomsburg-Berwick, PA Metro Area","83089","*****",
"310M600US14260","Boise City, ID Metro Area","771602","*****",
"310M600US14460","Boston-Cambridge-Newton, MA-NH Metro Area","4912449","*****",
"310M600US14500","Boulder, CO Metro Area","328658","*****",
"310M600US14540","Bowling Green, KY Metro Area","180624","*****",
"310M600US14740","Bremerton-Silverdale-Port Orchard, WA Metro Area","275411","*****",
"310M600US14860","Bridgeport-Stamford-Norwalk, CT Metro Area","958371","200",
"310M600US15180","Brownsville-Harlingen, TX Metro Area","421854","*****",
"310M600US15260","Brunswick, GA Metro Area","113854","*****",
"310M600US15380","Buffalo-Cheektowaga, NY Metro Area","1163462","*****",
"310M600US15500","Burlington, NC Metro Area","171779","*****",
"310M600US15540","Burlington-South Burlington, VT Metro Area","225745","*****",
"310M600US15680","California-Lexington Park, MD Metro Area","113814","*****",
"310M600US15940","Canton-Massillon, OH Metro Area","400960","*****",
"310M600US15980","Cape Coral-Fort Myers, FL Metro Area","772902","*****",
"310M600US16020","Cape Girardeau, MO-IL Metro Area","97622","*****",
"310M600US16060","Carbondale-Marion, IL Metro Area","133609","*****",
"310M600US16180","Carson City, NV Metro Area","58249","*****",
"310M600US16220","Casper, WY Metro Area","79506","*****",
"310M600US16300","Cedar Rapids, IA Metro Area","275693","*****",
"310M600US16540","Chambersburg-Waynesboro, PA Metro Area","156084","*****",
"310M600US16580","Champaign-Urbana, IL Metro Area","223223","*****",
"310M600US16620","Charleston, WV Metro Area","257927","*****",
"310M600US16700","Charleston-North Charleston, SC Metro Area","803398","*****",
"310M600US16740","Charlotte-Concord-Gastonia, NC-SC Metro Area","2668688","*****",
"310M600US16820","Charlottesville, VA Metro Area","221648","*****",
"310M600US16860","Chattanooga, TN-GA Metro Area","564466","*****",
"310M600US16940","Cheyenne, WY Metro Area","100316","*****",
"310M600US16980","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","9566955","*****",
"310M600US17020","Chico, CA Metro Area","213605","*****",
"310M600US17140","Cincinnati, OH-KY-IN Metro Area","2253528","*****",
"310M600US17300","Clarksville, TN-KY Metro Area","322949","*****",
"310M600US17420","Cleveland, TN Metro Area","126479","*****",
"310M600US17460","Cleveland-Elyria, OH Metro Area","2079759","*****",
"310M600US17660","Coeur d'Alene, ID Metro Area","173396","*****",
"310M600US17780","College Station-Bryan, TX Metro Area","269418","*****",
"310M600US17820","Colorado Springs, CO Metro Area","755081","*****",
"310M600US17860","Columbia, MO Metro Area","211078","*****",
"310M600US17900","Columbia, SC Metro Area","831913","*****",
"310M600US17980","Columbus, GA-AL Metro Area","326159","*****",
"310M600US18020","Columbus, IN Metro Area","82371","*****",
"310M600US18140","Columbus, OH Metro Area","2137223","*****",
"310M600US18580","Corpus Christi, TX Metro Area","422187","*****",
"310M600US18700","Corvallis, OR Metro Area","95615","*****",
"310M600US18880","Crestview-Fort Walton Beach-Destin, FL Metro Area","288639","*****",
"310M600US19060","Cumberland, MD-WV Metro Area","95118","*****",
"310M600US19100","Dallas-Fort Worth-Arlington, TX Metro Area","7673379","*****",
"310M600US19140","Dalton, GA Metro Area","143096","*****",
"310M600US19180","Danville, IL Metro Area","74113","*****",
"310M600US19300","Daphne-Fairhope-Foley, AL Metro Area","233420","*****",
"310M600US19340","Davenport-Moline-Rock Island, IA-IL Metro Area","382983","*****",
"310M600US19430","Dayton-Kettering, OH Metro Area","812506","*****",
"310M600US19460","Decatur, AL Metro Area","156218","*****",
"310M600US19500","Decatur, IL Metro Area","103542","*****",
"310M600US19660","Deltona-Daytona Beach-Ormond Beach, FL Metro Area","676035","*****",
"310M600US19740","Denver-Aurora-Lakewood, CO Metro Area","2959386","*****",
"310M600US19780","Des Moines-West Des Moines, IA Metro Area","711490","*****",
"310M600US19820","Detroit-Warren-Dearborn, MI Metro Area","4375604","*****",
"310M600US20020","Dothan, AL Metro Area","150969","*****",
"310M600US20100","Dover, DE Metro Area","182400","*****",
"310M600US20220","Dubuque, IA Metro Area","98812","*****",
"310M600US20260","Duluth, MN-WI Metro Area","291491","*****",
"310M600US20500","Durham-Chapel Hill, NC Metro Area","648066","*****",
"310M600US20700","East Stroudsburg, PA Metro Area","168128","*****",
"310M600US20740","Eau Claire, WI Metro Area","171951","*****",
"310M600US20940","El Centro, CA Metro Area","179578","*****",
"310M600US21060","Elizabethtown-Fort Knox, KY Metro Area","155871","*****",
"310M600US21140","Elkhart-Goshen, IN Metro Area","206841","*****",
"310M600US21300","Elmira, NY Metro Area","83584","*****",
"310M600US21340","El Paso, TX Metro Area","867161","*****",
"310M600US21420","Enid, OK Metro Area","62456","*****",
"310M600US21500","Erie, PA Metro Area","270495","*****",
"310M600US21660","Eugene-Springfield, OR Metro Area","382218","*****",
"310M600US21780","Evansville, IN-KY Metro Area","313961","*****",
"310M600US21820","Fairbanks, AK Metro Area","96299","*****",
"310M600US22020","Fargo, ND-MN Metro Area","251635","*****",
"310M600US22140","Farmington, NM Metro Area","121798","*****",
"310M600US22180","Fayetteville, NC Metro Area","522537","*****",
"310M600US22220","Fayetteville-Springdale-Rogers, AR Metro Area","550596","*****",
"310M600US22380","Flagstaff, AZ Metro Area","144705","*****",
"310M600US22420","Flint, MI Metro Area","405280","*****",
"310M600US22500","Florence, SC Metro Area","200040","*****",
"310M600US22520","Florence-Muscle Shoals, AL Metro Area","151599","*****",
"310M600US22540","Fond du Lac, WI Metro Area","104027","*****",
"310M600US22660","Fort Collins, CO Metro Area","359363","*****",
"310M600US22900","Fort Smith, AR-OK Metro Area","245475","*****",
"310M600US23060","Fort Wayne, IN Metro Area","419715","*****",
"310M600US23420","Fresno, CA Metro Area","1008280","*****",
"310M600US23460","Gadsden, AL Metro Area","103348","*****",
"310M600US23540","Gainesville, FL Metro Area","341067","*****",
"310M600US23580","Gainesville, GA Metro Area","204953","*****",
"310M600US23900","Gettysburg, PA Metro Area","104604","*****",
"310M600US24020","Glens Falls, NY Metro Area","126994","*****",
"310M600US24140","Goldsboro, NC Metro Area","117480","*****",
"310M600US24220","Grand Forks, ND-MN Metro Area","104055","*****",
"310M600US24260","Grand Island, NE Metro Area","76726","*****",
"310M600US24300","Grand Junction, CO Metro Area","156131","*****",
"310M600US24340","Grand Rapids-Kentwood, MI Metro Area","1087068","*****",
"310M600US24420","Grants Pass, OR Metro Area","87994","*****",
"310M600US24500","Great Falls, MT Metro Area","84423","*****",
"310M600US24540","Greeley, CO Metro Area","331466","*****",
"310M600US24580","Green Bay, WI Metro Area","328011","*****",
"310M600US24660","Greensboro-High Point, NC Metro Area","775169","*****",
"310M600US24780","Greenville, NC Metro Area","171196","*****",
"310M600US24860","Greenville-Anderson, SC Metro Area","931405","*****",
"310M600US25020","Guayama, PR Metro Area","68089","*****",
"310M600US25060","Gulfport-Biloxi, MS Metro Area","416839","*****",
"310M600US25180","Hagerstown-Martinsburg, MD-WV Metro Area","295165","*****",
"310M600US25220","Hammond, LA Metro Area","133953","*****",
"310M600US25260","Hanford-Corcoran, CA Metro Area","152515","*****",
"310M600US25420","Harrisburg-Carlisle, PA Metro Area","593318","*****",
"310M600US25500","Harrisonburg, VA Metro Area","135689","*****",
"310M600US25540","Hartford-East Hartford-Middletown, CT Metro Area","1215703","422",
"310M600US25620","Hattiesburg, MS Metro Area","172176","*****",
"310M600US25860","Hickory-Lenoir-Morganton, NC Metro Area","366031","*****",
"310M600US25940","Hilton Head Island-Bluffton, SC Metro Area","218515","*****",
"310M600US25980","Hinesville, GA Metro Area","82354","*****",
"310M600US26140","Homosassa Springs, FL Metro Area","155173","*****",
"310M600US26300","Hot Springs, AR Metro Area","100021","*****",
"310M600US26380","Houma-Thibodaux, LA Metro Area","206082","*****",
"310M600US26420","Houston-The Woodlands-Sugar Land, TX Metro Area","7142603","*****",
"310M600US26580","Huntington-Ashland, WV-KY-OH Metro Area","359005","*****",
"310M600US26620","Huntsville, AL Metro Area","493980","*****",
"310M600US26820","Idaho Falls, ID Metro Area","158478","*****",
"310M600US26900","Indianapolis-Carmel-Anderson, IN Metro Area","2109957","*****",
"310M600US26980","Iowa City, IA Metro Area","175894","*****",
"310M600US27060","Ithaca, NY Metro Area","102555","*****",
"310M600US27100","Jackson, MI Metro Area","160637","*****",
"310M600US27140","Jackson, MS Metro Area","591397","*****",
"310M600US27180","Jackson, TN Metro Area","180446","*****",
"310M600US27260","Jacksonville, FL Metro Area","1613587","*****",
"310M600US27340","Jacksonville, NC Metro Area","203686","*****",
"310M600US27500","Janesville-Beloit, WI Metro Area","163817","*****",
"310M600US27620","Jefferson City, MO Metro Area","150182","*****",
"310M600US27740","Johnson City, TN Metro Area","207442","*****",
"310M600US27780","Johnstown, PA Metro Area","133263","*****",
"310M600US27860","Jonesboro, AR Metro Area","134035","*****",
"310M600US27900","Joplin, MO Metro Area","181807","*****",
"310M600US27980","Kahului-Wailuku-Lahaina, HI Metro Area","164765","21",
"310M600US28020","Kalamazoo-Portage, MI Metro Area","261426","*****",
"310M600US28100","Kankakee, IL Metro Area","107421","*****",
"310M600US28140","Kansas City, MO-KS Metro Area","2190750","*****",
"310M600US28420","Kennewick-Richland, WA Metro Area","304252","*****",
"310M600US28660","Killeen-Temple, TX Metro Area","477577","*****",
"310M600US28700","Kingsport-Bristol, TN-VA Metro Area","308386","*****",
"310M600US28740","Kingston, NY Metro Area","182153","*****",
"310M600US28940","Knoxville, TN Metro Area","884359","*****",
"310M600US29020","Kokomo, IN Metro Area","83452","*****",
"310M600US29100","La Crosse-Onalaska, WI-MN Metro Area","139042","*****",
"310M600US29180","Lafayette, LA Metro Area","479865","*****",
"310M600US29200","Lafayette-West Lafayette, IN Metro Area","224515","*****",
"310M600US29340","Lake Charles, LA Metro Area","216217","*****",
"310M600US29420","Lake Havasu City-Kingman, AZ Metro Area","214229","*****",
"310M600US29460","Lakeland-Winter Haven, FL Metro Area","736229","*****",
"310M600US29540","Lancaster, PA Metro Area","553202","*****",
"310M600US29620","Lansing-East Lansing, MI Metro Area","538985","*****",
"310M600US29700","Laredo, TX Metro Area","267282","*****",
"310M600US29740","Las Cruces, NM Metro Area","219870","*****",
"310M600US29820","Las Vegas-Henderson-Paradise, NV Metro Area","2265926","*****",
"310M600US29940","Lawrence, KS Metro Area","119094","*****",
"310M600US30020","Lawton, OK Metro Area","127314","*****",
"310M600US30140","Lebanon, PA Metro Area","143258","*****",
"310M600US30300","Lewiston, ID-WA Metro Area","64570","*****",
"310M600US30340","Lewiston-Auburn, ME Metro Area","111532","*****",
"310M600US30460","Lexington-Fayette, KY Metro Area","515954","*****",
"310M600US30620","Lima, OH Metro Area","102087","*****",
"310M600US30700","Lincoln, NE Metro Area","339707","*****",
"310M600US30780","Little Rock-North Little Rock-Conway, AR Metro Area","749290","*****",
"310M600US30860","Logan, UT-ID Metro Area","148804","*****",
"310M600US30980","Longview, TX Metro Area","287359","*****",
"310M600US31020","Longview, WA Metro Area","110621","*****",
"310M600US31080","Los Angeles-Long Beach-Anaheim, CA Metro Area","13111917","*****",
"310M600US31140","Louisville/Jefferson County, KY-IN Metro Area","1282588","*****",
"310M600US31180","Lubbock, TX Metro Area","322285","*****",
"310M600US31340","Lynchburg, VA Metro Area","262124","*****",
