"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"310M100US10180","Abilene, TX Metro Area","164100","*****",
"310M100US10380","Aguadilla-Isabela-San Sebastián, PR Metro Area","307587","*****",
"310M100US10420","Akron, OH Metro Area","702882","*****",
"310M100US10500","Albany, GA Metro Area","157632","*****",
"310M100US10580","Albany-Schenectady-Troy, NY Metro Area","868231","*****",
"310M100US10740","Albuquerque, NM Metro Area","875617","*****",
"310M100US10780","Alexandria, LA Metro Area","153146","*****",
"310M100US10900","Allentown-Bethlehem-Easton, PA-NJ Metro Area","817323","*****",
"310M100US11020","Altoona, PA Metro Area","127090","*****",
"310M100US11100","Amarillo, TX Metro Area","247803","115",
"310M100US11180","Ames, IA Metro Area","88577","*****",
"310M100US11260","Anchorage, AK Metro Area","374207","*****",
"310M100US11300","Anderson, IN Metro Area","131445","*****",
"310M100US11340","Anderson, SC Metro Area","185675","*****",
"310M100US11460","Ann Arbor, MI Metro Area","344727","*****",
"310M100US11500","Anniston-Oxford, AL Metro Area","117614","*****",
"310M100US11540","Appleton, WI Metro Area","224158","*****",
"310M100US11700","Asheville, NC Metro Area","421180","*****",
"310M100US12020","Athens-Clarke County, GA Metro Area","190978","*****",
"310M100US12060","Atlanta-Sandy Springs-Marietta, GA Metro Area","5213854","*****",
"310M100US12100","Atlantic City-Hammonton, NJ Metro Area","273674","*****",
"310M100US12220","Auburn-Opelika, AL Metro Area","137855","*****",
"310M100US12260","Augusta-Richmond County, GA-SC Metro Area","550420","*****",
"310M100US12420","Austin-Round Rock-San Marcos, TX Metro Area","1681167","*****",
"310M100US12540","Bakersfield-Delano, CA Metro Area","829254","*****",
"310M100US12580","Baltimore-Towson, MD Metro Area","2697421","*****",
"310M100US12620","Bangor, ME Metro Area","153400","*****",
"310M100US12700","Barnstable Town, MA Metro Area","216639","*****",
"310M100US12940","Baton Rouge, LA Metro Area","795254","*****",
"310M100US12980","Battle Creek, MI Metro Area","136554","*****",
"310M100US13020","Bay City, MI Metro Area","107838","*****",
"310M100US13140","Beaumont-Port Arthur, TX Metro Area","386882","*****",
"310M100US13380","Bellingham, WA Metro Area","198937","*****",
"310M100US13460","Bend, OR Metro Area","157014","*****",
"310M100US13740","Billings, MT Metro Area","156167","*****",
"310M100US13780","Binghamton, NY Metro Area","251735","*****",
"310M100US13820","Birmingham-Hoover, AL Metro Area","1122192","*****",
"310M100US13900","Bismarck, ND Metro Area","107301","*****",
"310M100US13980","Blacksburg-Christiansburg-Radford, VA Metro Area","161850","*****",
"310M100US14020","Bloomington, IN Metro Area","190957","*****",
"310M100US14060","Bloomington-Normal, IL Metro Area","168234","*****",
"310M100US14260","Boise City-Nampa, ID Metro Area","610120","*****",
